County,Inspection Date,Owner Name,Trade Name,Street,City,State Code,Zip Code,Deficiency Number,Deficiency Description,Location 1
Monroe,05/22/2017,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR  #3773,1060 EAST RIDGE RD,ROCHESTER,NY,14621,02A,Rodent defiled foods or ingredients,"1060 EAST RIDGE RD
ROCHESTER, NY 14621
(43.197244, -77.589283)"
New York,06/09/2017,SON KWAN GROCERY INC,BLUE VALLEY DELI,570 6TH AVE #,NEW YORK,NY,10011,15D,Thermometers not provided where required,"570 6TH AVE
NEW YORK, NY 10011
(40.738675, -73.995872)"
Nassau,06/07/2017,BOLLA OPERATING LI CORP,KINGS E MEADOW SPR PUMP,2475 HEMPSTEAD TPKE #,EAST MEADOW,NY,11554,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","2475 HEMPSTEAD TPKE
EAST MEADOW, NY 11554
(40.724584, -73.543542)"
Jefferson,06/30/2017,FEISTHAMEL PAUL & PAULA,RICCARDOS MARKET,710 HOLCOMB ST,WATERTOWN,NY,13601,15C,"Food equipment improperly designed, constructed or maintained","710 HOLCOMB ST
WATERTOWN, NY 13601
(43.967037, -75.919678)"
Nassau,06/16/2017,JER DELI CORP,FRANKLIN DELI,208 S FRANKLIN ST,HEMPSTEAD,NY,11550,10A,Exterior of unsuitable construction or not in good physical repair,"208 S FRANKLIN ST
HEMPSTEAD, NY 11550
(40.699035, -73.623103)"
Nassau,06/20/2017,CVS ALBANY LLC,CVS PHARMACY 00541,155 SUNRISE HWY#,ROCKVILLE CENTRE,NY,11570,15E,Unused equipment or materials improperly stored or in an unclean condition,"155 SUNRISE HWY
ROCKVILLE CENTRE, NY 11570
(40.657442, -73.649949)"
Cayuga,06/27/2017,FASTRAC MARKETS LLC,FASTRAC MARKET 210,9027 NORTH SENECA ST #,WEEDSPORT,NY,13166,04H,Equipment cleaning or sanitizing facilities inadequate for establishments handling potentially hazardous foods,"9027 NORTH SENECA ST
WEEDSPORT, NY 13166
(43.054434, -76.558731)"
Kings,06/12/2017,LANFRANCO JUNIOR R,JR GROCERY STORE,944 HEGEMAN AVE,BROOKLYN,NY,11208,02A,Rodent defiled foods or ingredients,"944 HEGEMAN AVE
BROOKLYN, NY 11208
(40.66591, -73.877774)"
Bronx,06/15/2017,DANS SUPREME SUPERMARKETS INC,KEY FOOD 1515,540 W 235TH ST #,BRONX,NY,10463,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","540 W 235TH ST
BRONX, NY 10463
(40.885527, -73.909275)"
Allegany,06/02/2017,WELLSVILLE SAL INC,SAVE A LOT,4176 BOLIVAR RD,WELLSVILLE,NY,14895,09C,"Toilet facilities improperly installed, equipped or maintained","4176 BOLIVAR RD
WELLSVILLE, NY 14895
(42.126537, -77.967305)"
Bronx,05/19/2017,ABDULKADER RASHAD A & WADAH A,REEMYS DELI&CONVENIENCE,1669 METROPOLITAN AVE,BRONX,NY,10462,15D,Thermometers not provided where required,"1669 METROPOLITAN AVE
BRONX, NY 10462
(40.840594, -73.855049)"
New York,05/01/2017,TIN DUC FOOD MARKET INC,TIN DUC FOOD MARKET,129 E BROADWAY,NEW YORK,NY,10002,14C,Evidence of pets or other domestic animals in establishment,"129 E BROADWAY
NEW YORK, NY 10002
(40.713913, -73.991896)"
Oneida,06/15/2017,DOLLAR TREE STORES INC,DOLLAR TREE STORE #1401,4583 COMMERCIAL DR,NEW HARTFORD,NY,13413,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","4583 COMMERCIAL DR
NEW HARTFORD, NY 13413
(43.085819, -75.316079)"
Nassau,05/17/2017,NPS GROCERS INC,BRAVO SUPERMARKET,401 FULTON AVE,HEMPSTEAD,NY,11550,09E,Lighting or ventilation is inadequate,"401 FULTON AVE
HEMPSTEAD, NY 11550
(40.709532, -73.61865)"
Bronx,05/08/2017,YASSIN MOHAMED W,A WORLD OF SPICE,2164 WESTCHESTER AVE,BRONX,NY,10462,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","2164 WESTCHESTER AVE
BRONX, NY 10462
(40.834109, -73.852447)"
Albany,06/06/2017,CURCIO ENRICO,NINOS BAKERY,718 CENTRAL AVE,ALBANY,NY,12206,09G,Sanitizing test devices not in use where required,"718 CENTRAL AVE
ALBANY, NY 12206
(42.676084, -73.785451)"
Nassau,07/06/2017,RAMIREZ AGUSTIN,EL ECONOMICO DELI GRCRY,131 FULTON AVE,HEMPSTEAD,NY,11550,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","131 FULTON AVE
HEMPSTEAD, NY 11550
(40.706653, -73.632153)"
Broome,06/20/2017,HUYNH THANH C,HANG PHAT MARKET,278 MAIN ST,BINGHAMTON,NY,13905,09A,Handwashing facilities improperly installed or maintained,"278 MAIN ST
BINGHAMTON, NY 13905
(42.108247, -75.939333)"
Monroe,06/07/2017,D&L GROCERIES INC,D&L GROCERIES,1005 GENESEE ST,ROCHESTER,NY,14611,13B,Other required records/certifications are not maintained,"1005 GENESEE ST
ROCHESTER, NY 14611
(43.130266, -77.636392)"
New York,06/20/2017,COSKUN BROS SPECIALTY FOOD INC,GARDEN OF EDEN,162 W 23RD ST,NEW YORK,NY,10011,06B,Potentially hazardous foods are not stored at safe temperatures,"162 W 23RD ST
NEW YORK, NY 10011
(40.743657, -73.994589)"
Albany,06/06/2017,CURCIO ENRICO,NINOS BAKERY,718 CENTRAL AVE,ALBANY,NY,12206,15E,Unused equipment or materials improperly stored or in an unclean condition,"718 CENTRAL AVE
ALBANY, NY 12206
(42.676084, -73.785451)"
Monroe,06/08/2017,PASSAROS DELI&GROCERY LLC,PASSARO DELI,1407 CLIFFORD AVE,ROCHESTER,NY,14621,02D,Other adulterated/unfit foods or ingredients,"1407 CLIFFORD AVE
ROCHESTER, NY 14621
(43.175606, -77.584519)"
Jefferson,06/30/2017,FEISTHAMEL PAUL & PAULA,RICCARDOS MARKET,710 HOLCOMB ST,WATERTOWN,NY,13601,02B,Insect infested foods or ingredients,"710 HOLCOMB ST
WATERTOWN, NY 13601
(43.967037, -75.919678)"
Onondaga,04/18/2017,QASEM HAFEZ,CHOICE ONE FOOD MARKET,1201 BUTTERNUT ST,SYRACUSE,NY,13208,09D,"Plumbing or sinks not properly sized, installed or maintained: equipment or floors not properly drained","1201 BUTTERNUT ST
SYRACUSE, NY 13208
(43.066587, -76.143331)"
Kings,04/19/2017,NRT FOOD CORP,NRT FOOD,118 KANE ST,BROOKLYN,NY,11231,16A,"Chemicals or pesticides improperly labeled, stored or handled","118 KANE ST
BROOKLYN, NY 11231
(40.687164, -73.999593)"
Broome,06/12/2017,FINCH ENTERPRISES INC,DEPOSIT BIG M,156 FRONT ST,DEPOSIT,NY,13754,15F,Storage cabinets or shelves are not clean or in good repair,"156 FRONT ST
DEPOSIT, NY 13754
(42.060779, -75.42559)"
Monroe,07/06/2017,AL-TAWEL WAFIK,LITTLE BROOKLYN,848 JOSEPH AVE,ROCHESTER,NY,14621,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"848 JOSEPH AVE
ROCHESTER, NY 14621
(43.180296, -77.607953)"
Nassau,06/07/2017,BOLLA OPERATING LI CORP,KINGS E MEADOW SPR PUMP,2475 HEMPSTEAD TPKE #,EAST MEADOW,NY,11554,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2475 HEMPSTEAD TPKE
EAST MEADOW, NY 11554
(40.724584, -73.543542)"
New York,04/17/2017,LIBERATO GROCERY INC,LIBERATO FOOD MARKET,359 AUDUBON AVE,NEW YORK,NY,10033,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","359 AUDUBON AVE
NEW YORK, NY 10033
(40.849984, -73.931419)"
Monroe,06/22/2017,999 MARKET,999 MARKET,709 S CLINTON AVE,ROCHESTER,NY,14620,09A,Handwashing facilities improperly installed or maintained,"709 S CLINTON AVE
ROCHESTER, NY 14620
(43.143403, -77.600069)"
Kings,06/29/2017,SALEH FAISUL T,NOSTRAND DELI&GROCERY,669 NOSTRAND AVE,BROOKLYN,NY,11216,09A,Handwashing facilities improperly installed or maintained,"669 NOSTRAND AVE
BROOKLYN, NY 11216
(40.67447, -73.950063)"
Kings,06/05/2017,SATMAR MTS OF CONG YETEV LEV INC,SATMAR MEAT,82 LEE AVE,BROOKLYN,NY,11211,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","82 LEE AVE
BROOKLYN, NY 11211
(40.705173, -73.95934)"
Nassau,06/02/2017,POWERHOUSE FOOD CORP,HOLIDAY FARMS 1042,374 ROSLYN RD,ROSLYN HEIGHTS,NY,11577,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","374 ROSLYN RD
ROSLYN HEIGHTS, NY 11577
(40.780149, -73.639159)"
Nassau,06/02/2017,POWERHOUSE FOOD CORP,HOLIDAY FARMS 1042,374 ROSLYN RD,ROSLYN HEIGHTS,NY,11577,15C,"Food equipment improperly designed, constructed or maintained","374 ROSLYN RD
ROSLYN HEIGHTS, NY 11577
(40.780149, -73.639159)"
Bronx,06/12/2017,VALENCIA BAKERY INC,VALENCIA BAKERY,801 EDGEWATER RD,BRONX,NY,10474,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","801 EDGEWATER RD
BRONX, NY 10474
(40.817431, -73.883302)"
Bronx,06/01/2017,48 BURNSIDE FOOD CORP,FOOD DYNASTY SUPERMARKE,40 W BURNSIDE AVE,BRONX,NY,10453,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","40 W BURNSIDE AVE
BRONX, NY 10453
(40.853891, -73.909277)"
Albany,05/05/2017,TMA ENTERPRISE CORP,CAROSELLO BAKERY,72 HURLBUT ST,ALBANY,NY,12209,15E,Unused equipment or materials improperly stored or in an unclean condition,"72 HURLBUT ST
ALBANY, NY 12209
(42.641821, -73.778048)"
Nassau,06/20/2017,CVS ALBANY LLC,CVS PHARMACY 00541,155 SUNRISE HWY#,ROCKVILLE CENTRE,NY,11570,09A,Handwashing facilities improperly installed or maintained,"155 SUNRISE HWY
ROCKVILLE CENTRE, NY 11570
(40.657442, -73.649949)"
Kings,06/21/2017,ZUNA #10 CORP,MR PINA FRUITS & VEGTBL,221 HAVEMEYER ST,BROOKLYN,NY,11211,16A,"Chemicals or pesticides improperly labeled, stored or handled","221 HAVEMEYER ST
BROOKLYN, NY 11211
(40.709292, -73.959002)"
Albany,06/20/2017,ALBANY 5 STAR DELI&GROCERY INC,ALBANY 5 STAR DELI&GRCY,354 S PEARL ST,ALBANY,NY,12202,15C,"Food equipment improperly designed, constructed or maintained","354 S PEARL ST
ALBANY, NY 12202
(42.638755, -73.758436)"
Broome,06/20/2017,HUYNH THANH C,HANG PHAT MARKET,278 MAIN ST,BINGHAMTON,NY,13905,09G,Sanitizing test devices not in use where required,"278 MAIN ST
BINGHAMTON, NY 13905
(42.108247, -75.939333)"
Jefferson,06/02/2017,LKR ENTERPRISES INC,GREAT AMERICAN,672 STATE ST,WATERTOWN,NY,13601,09A,Handwashing facilities improperly installed or maintained,"672 STATE ST
WATERTOWN, NY 13601
(43.97231, -75.900519)"
Cayuga,06/27/2017,FASTRAC MARKETS LLC,FASTRAC MARKET 210,9027 NORTH SENECA ST #,WEEDSPORT,NY,13166,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","9027 NORTH SENECA ST
WEEDSPORT, NY 13166
(43.054434, -76.558731)"
Queens,08/31/2016,LOVE GRACE INC,LOVE GRACE,23-23 BORDEN AVE ROOM 226,LONG ISLAND CITY,NY,11101,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","23 23 BORDEN AVE
LONG ISLAND CITY, NY 11101
(40.74218, -73.958861)"
Nassau,05/30/2017,BIRCH HILL MEATS INC,MEAT MARKET,153 BIRCH HILL RD,LOCUST VALLEY,NY,11560,15C,"Food equipment improperly designed, constructed or maintained","153 BIRCH HILL RD
LOCUST VALLEY, NY 11560
(40.87793, -73.597022)"
New York,06/19/2017,CVS ALBANY LLC,CVS PHARMACY 02773,130 DYCKMAN ST,NEW YORK,NY,10040,02A,Rodent defiled foods or ingredients,"130 DYCKMAN ST
NEW YORK, NY 10040
(40.862652, -73.925426)"
Erie,06/27/2017,MID CITY MARKET LLC,MID CITY MARKET,45 KENSINGTON AVE,BUFFALO,NY,14214,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","45 KENSINGTON AVE
BUFFALO, NY 14214
(42.927639, -78.849606)"
Nassau,06/12/2017,NAZARENO DELI GROCERY CORP,NAZARENO FOOD CENTER,498 HEMPSTEAD TPKE,ELMONT,NY,11003,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","498 HEMPSTEAD TPKE
ELMONT, NY 11003
(40.708199, -73.709111)"
New York,02/01/2017,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,10 COLUMBUS CIRCLE SUITE SC101,NEW YORK,NY,10019,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","10 COLUMBUS CIRCLE
NEW YORK, NY 10019
(40.7674, -73.9827)"
Suffolk,06/08/2017,1626 MEAT CORP,COMPARE FOODS,1925 BRENTWOOD RD #,BRENTWOOD,NY,11717,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","1925 BRENTWOOD RD
BRENTWOOD, NY 11717
(40.779385, -73.246166)"
Kings,04/19/2017,NRT FOOD CORP,NRT FOOD,118 KANE ST,BROOKLYN,NY,11231,15A,"Food contact equipment, utensils or conveyances: contact surfaces unclean or not properly sanitized","118 KANE ST
BROOKLYN, NY 11231
(40.687164, -73.999593)"
Nassau,06/02/2017,POWERHOUSE FOOD CORP,HOLIDAY FARMS 1042,374 ROSLYN RD,ROSLYN HEIGHTS,NY,11577,12F,Improper thawing procedures are utilized,"374 ROSLYN RD
ROSLYN HEIGHTS, NY 11577
(40.780149, -73.639159)"
Nassau,05/30/2017,BIRCH HILL MEATS INC,MEAT MARKET,153 BIRCH HILL RD,LOCUST VALLEY,NY,11560,09F,"Cleaning or sanitizing equipment, materials or agents are not available, suitable or properly stored","153 BIRCH HILL RD
LOCUST VALLEY, NY 11560
(40.87793, -73.597022)"
Niagara,04/03/2017,MATALAVAGE ALEXANDRA,MURPHY ORCHARDS,2402 MCCLEW RD,BURT,NY,14028,09D,"Plumbing or sinks not properly sized, installed or maintained: equipment or floors not properly drained","2402 MCCLEW RD
BURT, NY 14028
(43.298818, -78.724679)"
Nassau,06/12/2017,NAZARENO DELI GROCERY CORP,NAZARENO FOOD CENTER,498 HEMPSTEAD TPKE,ELMONT,NY,11003,15D,Thermometers not provided where required,"498 HEMPSTEAD TPKE
ELMONT, NY 11003
(40.708199, -73.709111)"
Kings,06/12/2017,LANFRANCO JUNIOR R,JR GROCERY STORE,944 HEGEMAN AVE,BROOKLYN,NY,11208,09C,"Toilet facilities improperly installed, equipped or maintained","944 HEGEMAN AVE
BROOKLYN, NY 11208
(40.66591, -73.877774)"
Nassau,06/23/2017,NEW FOOD CORP,MET FOOD,3367 HILLSIDE AVE ,NEW HYDE PARK,NY,11040,09C,"Toilet facilities improperly installed, equipped or maintained","3367 HILLSIDE AVE
NEW HYDE PARK, NY 11040
(40.753162, -73.658786)"
Albany,05/05/2017,TMA ENTERPRISE CORP,CAROSELLO BAKERY,72 HURLBUT ST,ALBANY,NY,12209,16B,Outside premises or loading zones improperly maintained,"72 HURLBUT ST
ALBANY, NY 12209
(42.641821, -73.778048)"
Onondaga,05/18/2017,MIRABITO HOLDINGS INC,QUICK WAY 33,512 STATE FAIR BLVD,SYRACUSE,NY,13204,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","512 STATE FAIR BLVD
SYRACUSE, NY 13204
(43.059422, -76.182254)"
Erie,05/15/2017,DIWAN CORP,COMMUNITY FOOD&MEAT MKT,535 WALDEN AVE,BUFFALO,NY,14211,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","535 WALDEN AVE
BUFFALO, NY 14211
(42.90451, -78.816409)"
Broome,06/26/2017,L&S FARGNOLI MKT INC,BUTCHER BOYS,935 TAFT AVE,ENDICOTT,NY,13760,15A,"Food contact equipment, utensils or conveyances: contact surfaces unclean or not properly sanitized","935 TAFT AVE
ENDICOTT, NY 13760
(42.123768, -76.039369)"
Nassau,06/19/2017,POTATO FIELD INC,POTATO FIELD,787 HILLSIDE AVE,NEW HYDE PARK,NY,11040,15E,Unused equipment or materials improperly stored or in an unclean condition,"787 HILLSIDE AVE
NEW HYDE PARK, NY 11040
(40.752368, -73.666364)"
Nassau,05/18/2017,WESTBURY POTATO FIELD INC,WESTBURY POTATO FIELD,588 OLD COUNTRY RD,WESTBURY,NY,11590,03D,Employee handwashing facilities inadequate for establishments handling exposed foods,"588 OLD COUNTRY RD
WESTBURY, NY 11590
(40.750522, -73.574185)"
Erie,05/15/2017,DIWAN CORP,COMMUNITY FOOD&MEAT MKT,535 WALDEN AVE,BUFFALO,NY,14211,09A,Handwashing facilities improperly installed or maintained,"535 WALDEN AVE
BUFFALO, NY 14211
(42.90451, -78.816409)"
Erie,05/10/2017,FEDERAL MARKET CO INC,FEDERAL MEATS,1044 UNION RD,WEST SENECA,NY,14224,09A,Handwashing facilities improperly installed or maintained,"1044 UNION RD
WEST SENECA, NY 14224
(42.828479, -78.753545)"
New York,06/19/2017,CVS ALBANY LLC,CVS PHARMACY 02773,130 DYCKMAN ST,NEW YORK,NY,10040,09D,"Plumbing or sinks not properly sized, installed or maintained: equipment or floors not properly drained","130 DYCKMAN ST
NEW YORK, NY 10040
(40.862652, -73.925426)"
Kings,06/05/2017,SATMAR MTS OF CONG YETEV LEV INC,SATMAR MEAT,82 LEE AVE,BROOKLYN,NY,11211,13D,Article 28 posting requirements are not met,"82 LEE AVE
BROOKLYN, NY 11211
(40.705173, -73.95934)"
Erie,06/05/2017,TOPS MARKETS LLC,TOPS MARKETS 250,1275 JEFFERSON AVE,BUFFALO,NY,14208,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","1275 JEFFERSON AVE
BUFFALO, NY 14208
(42.909776, -78.853986)"
Oneida,05/12/2017,SINGH BAGICHA,GENERAL EXPRESS GROCERY,1207 STARK ST,UTICA,NY,13502,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","1207 STARK ST
UTICA, NY 13502
(43.099163, -75.249367)"
Suffolk,06/27/2017,HARBES FMLY FRMSTND MATTITUCK LLC,HARBES FAMILY FARM,715 SOUND AVE #,MATTITUCK,NY,11952,10A,Exterior of unsuitable construction or not in good physical repair,"715 SOUND AVE
MATTITUCK, NY 11952
(40.986025, -72.577917)"
Kings,06/07/2017,KABIRS BAKERY INC,KABIRS BAKERY,19 5TH ST,BROOKLYN,NY,11231,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","19 5TH ST
BROOKLYN, NY 11231
(40.677089, -73.995642)"
Nassau,07/05/2017,THYME DELI GROCERY INC,THYME DELI GROCERY,1550 MEADOW BROOK RD,MERRICK,NY,11566,15C,"Food equipment improperly designed, constructed or maintained","1550 MEADOW BROOK RD
MERRICK, NY 11566
(40.680394, -73.570016)"
New York,06/21/2017,CVS ALBANY LLC,CVS PHARMACY 02717,1294 LEXINGTON AVE#,NEW YORK,NY,10128,15E,Unused equipment or materials improperly stored or in an unclean condition,"1294 LEXINGTON AVE
NEW YORK, NY 10128
(40.780336, -73.954944)"
Erie,06/27/2017,MID CITY MARKET LLC,MID CITY MARKET,45 KENSINGTON AVE,BUFFALO,NY,14214,15D,Thermometers not provided where required,"45 KENSINGTON AVE
BUFFALO, NY 14214
(42.927639, -78.849606)"
Nassau,06/23/2017,DHAR BIPLOB KANTI,MILK STOP GROCERY,2885 GRAND AVE,BALDWIN,NY,11510,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","2885 GRAND AVE
BALDWIN, NY 11510
(40.638726, -73.612922)"
New York,06/15/2017,101 LA ESPERANZA SUPERMARKET CORP,LA ESPERANZA SUPERMKT,101 AUDUBON AVE,NEW YORK,NY,10032,10B,Establishment has insufficient space to accommodate operations,"101 AUDUBON AVE
NEW YORK, NY 10032
(40.841943, -73.937308)"
New York,05/24/2017,TODARO BROTHERS INC,TODARO BROTHERS,555 2ND AVE,NEW YORK,NY,10016,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","555 2ND AVE
NEW YORK, NY 10016
(40.742607, -73.977463)"
Kings,06/05/2017,SATMAR MTS OF CONG YETEV LEV INC,SATMAR MEAT,82 LEE AVE,BROOKLYN,NY,11211,13B,Other required records/certifications are not maintained,"82 LEE AVE
BROOKLYN, NY 11211
(40.705173, -73.95934)"
New York,06/21/2017,CVS ALBANY LLC,CVS PHARMACY 02717,1294 LEXINGTON AVE#,NEW YORK,NY,10128,14A,Evidence of rodents observed (not likely to result in product contamination),"1294 LEXINGTON AVE
NEW YORK, NY 10128
(40.780336, -73.954944)"
Kings,07/05/2017,A&F FOOD MARKET CORP,A&F FOOD MARKET,903 MANHATTAN AVE,BROOKLYN,NY,11222,09C,"Toilet facilities improperly installed, equipped or maintained","903 MANHATTAN AVE
BROOKLYN, NY 11222
(40.730365, -73.95429)"
New York,02/01/2017,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,10 COLUMBUS CIRCLE SUITE SC101,NEW YORK,NY,10019,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","10 COLUMBUS CIRCLE
NEW YORK, NY 10019
(40.7674, -73.9827)"
Monroe,06/07/2017,D&L GROCERIES INC,D&L GROCERIES,1005 GENESEE ST,ROCHESTER,NY,14611,15D,Thermometers not provided where required,"1005 GENESEE ST
ROCHESTER, NY 14611
(43.130266, -77.636392)"
Nassau,05/08/2017,V&T SUPERMARKET INC,V&T SUPERMARKET,12 N FRANKLIN ST,HEMPSTEAD,NY,11550,09A,Handwashing facilities improperly installed or maintained,"12 N FRANKLIN ST
HEMPSTEAD, NY 11550
(40.706098, -73.62626)"
Nassau,06/12/2017,NAZARENO DELI GROCERY CORP,NAZARENO FOOD CENTER,498 HEMPSTEAD TPKE,ELMONT,NY,11003,09A,Handwashing facilities improperly installed or maintained,"498 HEMPSTEAD TPKE
ELMONT, NY 11003
(40.708199, -73.709111)"
Nassau,06/20/2017,CVS ALBANY LLC,CVS PHARMACY 00541,155 SUNRISE HWY#,ROCKVILLE CENTRE,NY,11570,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","155 SUNRISE HWY
ROCKVILLE CENTRE, NY 11570
(40.657442, -73.649949)"
Kings,06/12/2017,LANFRANCO JUNIOR R,JR GROCERY STORE,944 HEGEMAN AVE,BROOKLYN,NY,11208,10B,Establishment has insufficient space to accommodate operations,"944 HEGEMAN AVE
BROOKLYN, NY 11208
(40.66591, -73.877774)"
New York,06/19/2017,CVS ALBANY LLC,CVS PHARMACY 02773,130 DYCKMAN ST,NEW YORK,NY,10040,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","130 DYCKMAN ST
NEW YORK, NY 10040
(40.862652, -73.925426)"
Erie,06/27/2017,MID CITY MARKET LLC,MID CITY MARKET,45 KENSINGTON AVE,BUFFALO,NY,14214,04H,Equipment cleaning or sanitizing facilities inadequate for establishments handling potentially hazardous foods,"45 KENSINGTON AVE
BUFFALO, NY 14214
(42.927639, -78.849606)"
